document_post_id	old_type	new_type	document_title	primary_process	primary_collection	document_url
7150	unknown	telegram	Шифртелеграмма И.М. Майского в НКИД и Политбюро ЦК о поездке Д. Колларда в СССР	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/shifrtelegramma-i-m-majskogo-v-nkid-i-politbyuro-czk-o-poezdke-d-kollarda-v-sssr/
7056	unknown	administrative_report	Рапорт И.М. Кедрова Б.Д. Берману о показаниях Б.А. Кушнера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/raport-i-m-kedrova-b-d-bermanu-o-pokazaniyah-b-a-kushnera/
6951	unknown	administrative_report	Сообщение М.М. Малинова И.В. Сталину о самоубийстве Н.Н. Колотилина с приложением предсмертных записок	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-m-m-malinova-i-v-stalinu-o-samoubijstve-n-n-kolotilina-s-prilozheniem-predsmertnyh-zapisok/
6949	unknown	administrative_report	Сообщение Л.З. Мехлиса И.В. Сталину и другим с приложением материалов о дополнительных фактах “вредительства” Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-l-z-mehlisa-i-v-stalinu-i-drugim-s-prilozheniem-materialov-o-dopolnitelnyh-faktah-vreditelstva-yu-l-pyatakova/
6947	unknown	administrative_report	Сообщение Л.З. Мехлиса И.В. Сталину и другим с приложением материалов о “вредительстве” Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-l-z-mehlisa-i-v-stalinu-i-drugim-s-prilozheniem-materialov-o-vreditelstve-yu-l-pyatakova/
10610	unknown	administrative_report	Сообщение ИНО ГУГБ о деятельности троцкистов в Нью-Йорке	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-ino-gugb-o-deyatelnosti-troczkistov-v-nyu-jorke/
10622	unknown	administrative_report	Сообщение ОО ГУГБ НКВД о реакции сотрудников германского посольства в Москве на судебный процесс августа 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-oo-gugb-nkvd-o-reakczii-sotrudnikov-germanskogo-posolstva-v-moskve-na-sudebnyj-proczess-avgusta-1936-g/
6888	unknown	telegram	Шифровка Р.И. Эйхе в ЦК ВКП(б) Г.М. Маленкову и Н.И. Ежову	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/shifrovka-r-i-ejhe-v-czk-vkpb-g-m-malenkovu-i-n-i-ezhovu/
6920	unknown	testimony	Продолжение показаний обвиняемого С.А. Чихладзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/prodolzhenie-pokazanij-obvinyaemogo-s-a-chihladze/
6875	statement	administrative_report	Рапорт Р.П. Катаняна А.Я. Вышинскому с приложением заявления К.В. Генераловой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/raport-r-p-katanyana-a-ya-vyshinskomu-s-prilozheniem-zayavleniya-k-v-generalovoj/
10591	unknown	administrative_report	Сообщение ИНО ГУГБ о новых условиях пребывания Троцкого в Норвегии	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-ino-gugb/
6911	unknown	interrogation_protocol	Проткол допроса Н.Р. Кикнадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/protkol-doprosa-n-r-kiknadze/
5798	unknown	special_report	Спецсообщения Г.Г. Ягоды И.В. Сталину и Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-protokola-doprosa-g-ya-sokolnikova-3/
6885	unknown	telegram	Телеграмма Л.С. Сосновского И.В. Сталину	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/telegramma-l-s-sosnovskogo-i-v-stalinu/
6622	unknown	telegram	Телеграмма В.А. Балицкого Н.И. Ежову и Г.Г. Ягоде о дополнительных показаниях Н.В. Голубенко на следствии	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/telegramma-v-a-baliczkogo-n-i-ezhovu-i-g-g-yagode-o-dopolnitelnyh-pokazaniyah-n-v-golubenko-na-sledstvii/
6620	unknown	telegram	Телеграмма В.А. Балицкого Н.И. Ежову и Г.Г. Ягоде о показаниях Н.В. Голубенко на следствии	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ	http://showtrials.ru/telegramma-v-a-baliczkogo-n-i-ezhovu-i-g-g-yagode-o-pokazaniyah-n-v-golubenko-na-sledstvii/
10615	unknown	administrative_report	Сообщение ИНО ГУГБ о заграничных троцкистских организациях	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ	http://showtrials.ru/soobshhenie-ino-gugb-o-zagranichnyh-troczkistskih-organizacziyah/
