person	position	position_is_noisy	document_count	person_total_documents	share_of_person_documents
М.Я. Карпова	правый	yes	1	1	1.0
М.Я. Карпова	представитель	yes	1	1	1.0
М.Я. Карпова	редактор	no	1	1	1.0
М.Я. Карпова	руководитель	no	1	1	1.0
М.Я. Карпова	секретарь	no	1	1	1.0
М.Я. Карпова	троцкист	yes	1	1	1.0
М.Я. Карпова	член	yes	1	1	1.0
М.Я. Презента	правый	yes	1	1	1.0
М.Я. Презента	редактор	no	1	1	1.0
М.Я. Презента	секретарь	no	1	1	1.0
М.Я. Презента	сотрудник	no	1	1	1.0
М.Я. Презента	член	yes	1	1	1.0
Молотов	директор	no	1	6	0.1667
Молотов	наркомвнудел	no	1	6	0.1667
Молотов	начальник	no	1	6	0.1667
Молотов	представитель	yes	1	6	0.1667
Молотов	прокурор	no	1	6	0.1667
Молотов	сотрудник	no	1	6	0.1667
Н.А. Бобылева	начальник	no	1	1	1.0
Н.А. Бобылева	руководитель	no	1	1	1.0
Н.А. Бобылева	троцкист	yes	1	1	1.0
Н.А. Бобылева	член	yes	1	1	1.0
Н.А. Емельянова	директор	no	1	1	1.0
Н.А. Емельянова	комиссар	no	1	1	1.0
Н.А. Емельянова	секретарь	no	1	1	1.0
Н.А. Емельянова	член	yes	1	1	1.0
Н.А. Карева	кандидат	yes	1	4	0.25
Н.А. Карева	нарком	no	1	4	0.25
Н.А. Карева	представитель	yes	1	4	0.25
Н.А. Карева	редактор	no	1	4	0.25
Н.А. Карева	сотрудник	no	1	4	0.25
Н.А. Королева	заместитель	no	1	1	1.0
Н.А. Королева	начальник	no	1	1	1.0
Н.А. Королева	обвиняемый	no	1	1	1.0
Н.А. Королева	секретарь	no	1	1	1.0
Н.А. Королева	троцкист	yes	1	1	1.0
Н.А. Королева	член	yes	1	1	1.0
Н.А. Розенфельд	обвиняемый	no	1	16	0.0625
Н.А. Розенфельд	подсудимый	no	1	16	0.0625
Н.А. Розенфельд	правый	yes	1	16	0.0625
Н.А. Розенфельд	председатель	no	1	16	0.0625
Н.А. Розенфельд	редактор	no	1	16	0.0625
Н.А. Угланова	комиссар	no	1	6	0.1667
Н.А. Угланова	председатель	no	1	6	0.1667
Н.А. Угланова	представитель	yes	1	6	0.1667
Н.А. Угланова	секретарь	no	1	6	0.1667
Н.А. Угланова	троцкист	yes	1	6	0.1667
Н.А. Углановым	правый	yes	1	1	1.0
Н.А. Углановым	секретарь	no	1	1	1.0
Н.Б. Розенфельда	агент	no	1	5	0.2
Н.Б. Розенфельда	нарком	no	1	5	0.2
Н.Б. Розенфельда	начальник	no	1	5	0.2
Н.Б. Розенфельда	председатель	no	1	5	0.2
Н.Б. Розенфельда	редактор	no	1	5	0.2
Н.Б. Скаловой	директор	no	1	2	0.5
Н.Б. Скаловой	комиссар	no	1	2	0.5
Н.Б. Скаловой	посол	no	1	2	0.5
Н.Б. Скаловой	секретарь	no	1	2	0.5
Н.Б. Скаловой	член	yes	1	2	0.5
Н.В. Буинцева	агент	no	1	2	0.5
Н.В. Буинцева	нарком	no	1	2	0.5
Н.В. Буинцева	начальник	no	1	2	0.5
Н.В. Буинцева	правый	yes	1	2	0.5
Н.В. Буинцева	председатель	no	1	2	0.5
Н.В. Буинцева	руководитель	no	1	2	0.5
Н.В. Голубенко	редактор	no	1	11	0.0909
Н.В. Комогорова	адвокат	no	1	1	1.0
Н.В. Комогорова	комиссар	no	1	1	1.0
Н.В. Комогорова	начальник	no	1	1	1.0
Н.В. Комогорова	обвиняемый	no	1	1	1.0
Н.В. Комогорова	правый	yes	1	1	1.0
Н.В. Комогорова	редактор	no	1	1	1.0
Н.В. Комогорова	секретарь	no	1	1	1.0
Н.В. Комогорова	троцкист	yes	1	1	1.0
Н.В. Комогорова	член	yes	1	1	1.0
Н.Г. Андрейчука	обвиняемый	no	1	1	1.0
Н.Г. Андрейчука	правый	yes	1	1	1.0
Н.Г. Андрейчука	троцкист	yes	1	1	1.0
Н.Г. Андрейчука	член	yes	1	1	1.0
Н.Г. Ольховского	агент	no	1	1	1.0
Н.Г. Ольховского	директор	no	1	1	1.0
Н.Г. Ольховского	комиссар	no	1	1	1.0
Н.Г. Ольховского	нарком	no	1	1	1.0
Н.Г. Ольховского	начальник	no	1	1	1.0
Н.Г. Ольховского	правый	yes	1	1	1.0
Н.Г. Ольховского	руководитель	no	1	1	1.0
Н.Г. Ольховского	секретарь	no	1	1	1.0
Н.Г. Ольховского	троцкист	yes	1	1	1.0
Н.Г. Ольховского	член	yes	1	1	1.0
Н.Г. Туманова	адвокат	no	1	1	1.0
Н.Г. Туманова	комиссар	no	1	1	1.0
Н.Г. Туманова	нарком	no	1	1	1.0
Н.Г. Туманова	полпред	no	1	1	1.0
Н.Г. Туманова	секретарь	no	1	1	1.0
Н.Г. Туманова	троцкист	yes	1	1	1.0
Н.Г. Туманова	член	yes	1	1	1.0
Н.Д. Зарицкого	следователь	no	1	1	1.0
Н.Е. Нилендера	директор	no	1	1	1.0
Н.Е. Нилендера	комиссар	no	1	1	1.0
Н.Е. Нилендера	руководитель	no	1	1	1.0
Н.Е. Нилендера	секретарь	no	1	1	1.0
Н.Е. Нилендера	троцкист	yes	1	1	1.0
Н.Е. Нилендера	член	yes	1	1	1.0
Н.И. Андреева	агент	no	1	1	1.0
Н.И. Андреева	заместитель	no	1	1	1.0
Н.И. Андреева	начальник	no	1	1	1.0
Н.И. Андреева	представитель	yes	1	1	1.0
Н.И. Андреева	руководитель	no	1	1	1.0
Н.И. Андреева	сотрудник	no	1	1	1.0
Н.И. Андреева	член	yes	1	1	1.0
Н.И. Бураго	агент	no	1	6	0.1667
Н.И. Гордона	директор	no	1	3	0.3333
Н.И. Гордона	председатель	no	1	3	0.3333
Н.И. Гордона	руководитель	no	1	3	0.3333
Н.И. Медникова	директор	no	1	1	1.0
Н.И. Медникова	заместитель	no	1	1	1.0
Н.И. Медникова	кандидат	yes	1	1	1.0
Н.И. Медникова	комиссар	no	1	1	1.0
Н.И. Медникова	нарком	no	1	1	1.0
Н.И. Медникова	начальник	no	1	1	1.0
Н.И. Медникова	правый	yes	1	1	1.0
Н.И. Медникова	председатель	no	1	1	1.0
Н.И. Медникова	редактор	no	1	1	1.0
Н.И. Медникова	секретарь	no	1	1	1.0
Н.И. Медникова	троцкист	yes	1	1	1.0
Н.И. Медникова	член	yes	1	1	1.0
Н.И. Мильгевского	директор	no	1	1	1.0
Н.И. Мильгевского	руководитель	no	1	1	1.0
Н.И. Мильгевского	троцкист	yes	1	1	1.0
Н.И. Мильгевского	член	yes	1	1	1.0
Н.И. Москалева	председатель	no	1	3	0.3333
Н.И. Муралова	начальник	no	1	2	0.5
Н.И. Муралова	обвиняемый	no	1	2	0.5
Н.И. Муралова	правый	yes	1	2	0.5
Н.И. Муралова	председатель	no	1	2	0.5
Н.И. Муралова	руководитель	no	1	2	0.5
Н.И. Мухина	агент	no	1	8	0.125
Н.И. Мухина	директор	no	1	8	0.125
Н.И. Мухина	кандидат	yes	1	8	0.125
Н.И. Мухина	представитель	yes	1	8	0.125
Н.И. Мухина	секретарь	no	1	8	0.125
Н.И. Третьякова	заместитель	no	1	1	1.0
Н.И. Третьякова	нарком	no	1	1	1.0
Н.И. Третьякова	начальник	no	1	1	1.0
Н.И. Третьякова	обвиняемый	no	1	1	1.0
Н.И. Третьякова	правый	yes	1	1	1.0
Н.И. Третьякова	секретарь	no	1	1	1.0
Н.И. Третьякова	троцкист	yes	1	1	1.0
Н.И. Третьякова	член	yes	1	1	1.0
Н.И. Трубиева	агент	no	1	1	1.0
Н.И. Трубиева	заместитель	no	1	1	1.0
Н.И. Трубиева	комиссар	no	1	1	1.0
Н.И. Трубиева	начальник	no	1	1	1.0
Н.И. Трубиева	обвиняемый	no	1	1	1.0
Н.И. Трубиева	секретарь	no	1	1	1.0
Н.И. Трубиева	троцкист	yes	1	1	1.0
Н.И. Трубиева	член	yes	1	1	1.0
Н.К. Буянского	директор	no	1	1	1.0
Н.К. Буянского	заместитель	no	1	1	1.0
Н.К. Буянского	комиссар	no	1	1	1.0
Н.К. Буянского	нарком	no	1	1	1.0
Н.К. Буянского	начальник	no	1	1	1.0
Н.К. Буянского	представитель	yes	1	1	1.0
Н.К. Буянского	секретарь	no	1	1	1.0
Н.К. Буянского	троцкист	yes	1	1	1.0
Н.К. Буянского	член	yes	1	1	1.0
Н.Л. Лурье	нарком	no	1	2	0.5
Н.Л. Лурье	начальник	no	1	2	0.5
Н.Л. Лурье	посол	no	1	2	0.5
Н.Л. Лурье	правый	yes	1	2	0.5
Н.Л. Лурье	представитель	yes	1	2	0.5
Н.М. Букалова	вредитель	yes	1	1	1.0
Н.М. Букалова	директор	no	1	1	1.0
Н.М. Букалова	заместитель	no	1	1	1.0
Н.М. Букалова	комиссар	no	1	1	1.0
Н.М. Букалова	начальник	no	1	1	1.0
Н.М. Букалова	правый	yes	1	1	1.0
Н.М. Букалова	председатель	no	1	1	1.0
Н.М. Букалова	прокурор	no	1	1	1.0
Н.М. Букалова	редактор	no	1	1	1.0
Н.М. Букалова	руководитель	no	1	1	1.0
Н.М. Букалова	секретарь	no	1	1	1.0
Н.М. Букалова	сотрудник	no	1	1	1.0
Н.М. Букалова	троцкист	yes	1	1	1.0
Н.М. Гальперина	троцкист	yes	1	1	1.0
Н.М. Гальперина	член	yes	1	1	1.0
Н.М. Лукина-Бухарина	прокурор	no	1	3	0.3333
Н.М. Лукина-Бухарина	троцкист	yes	1	3	0.3333
Н.М. Лукина-Бухарина	член	yes	1	3	0.3333
Н.М. Маторина	председатель	no	1	2	0.5
Н.М. Маторина	руководитель	no	1	2	0.5
Н.М. Маторина	следователь	no	1	2	0.5
Н.М. Насонова	правый	yes	1	2	0.5
Н.М. Насонова	руководитель	no	1	2	0.5
Н.М. Насонова	член	yes	1	2	0.5
Н.Н. Алексеева	нарком	no	1	2	0.5
Н.Н. Ванага	директор	no	1	1	1.0
Н.Н. Ванага	представитель	yes	1	1	1.0
Н.Н. Ванага	редактор	no	1	1	1.0
Н.Н. Ванага	руководитель	no	1	1	1.0
Н.Н. Ванага	троцкист	yes	1	1	1.0
Н.Н. Ванага	член	yes	1	1	1.0
Н.Н. Колотилина	секретарь	no	1	1	1.0
Н.Н. Колотилина	троцкист	yes	1	1	1.0
Н.Н. Крестинского	полпред	no	1	3	0.3333
Н.Н. Крестинского	правый	yes	1	3	0.3333
Н.Н. Крестинского	троцкист	yes	1	3	0.3333
Н.Н. Мищенко	обвиняемый	no	1	2	0.5
Н.Н. Мищенко	сотрудник	no	1	2	0.5
Н.Н. Мищенко	троцкист	yes	1	2	0.5
Н.Н. Мищенко	член	yes	1	2	0.5
Н.Н. Соина	начальник	no	1	1	1.0
Н.Н. Соина	председатель	no	1	1	1.0
Н.Н. Соина	следователь	no	1	1	1.0
Н.Н. Соина	сотрудник	no	1	1	1.0
Н.Н. Соина	член	yes	1	1	1.0
Н.Н. Шатским	секретарь	no	1	3	0.3333
Н.Н. Шатского	троцкист	yes	1	2	0.5
Н.П. Гаврилова	начальник	no	1	1	1.0
Н.П. Гаврилова	обвиняемый	no	1	1	1.0
Н.П. Гаврилова	троцкист	yes	1	1	1.0
Н.П. Гаврилова	член	yes	1	1	1.0
Н.П. Глебов-Авилов	заместитель	no	1	3	0.3333
Н.П. Глебов-Авилов	нарком	no	1	3	0.3333
Н.П. Глебов-Авилов	правый	yes	1	3	0.3333
Н.П. Глебов-Авилов	представитель	yes	1	3	0.3333
Н.П. Глебов-Авилов	руководитель	no	1	3	0.3333
Н.П. Глебов-Авилов	свидетель	no	1	3	0.3333
Н.П. Михетко	нарком	no	1	3	0.3333
Н.П. Михетко	обвиняемый	no	1	3	0.3333
Н.П. Михетко	председатель	no	1	3	0.3333
Н.П. Михетко	руководитель	no	1	3	0.3333
Н.П. Михетко	сотрудник	no	1	3	0.3333
Н.П. Мясникова	председатель	no	1	7	0.1429
Н.П. Мясникова	представитель	yes	1	7	0.1429
Н.П. Мясникова	руководитель	no	1	7	0.1429
Н.П. Мясникова	сотрудник	no	1	7	0.1429
Н.П. Мясниковым	нарком	no	1	3	0.3333
Н.Р. Кикнадзе	обвиняемый	no	1	1	1.0
Н.Р. Кикнадзе	троцкист	yes	1	1	1.0
Н.Р. Кикнадзе	член	yes	1	1	1.0
Н.С. Антонова	директор	no	1	10	0.1
Н.С. Антонова	руководитель	no	1	10	0.1
Н.С. Антоновым	секретарь	no	1	3	0.3333
Н.С. Антоновым	троцкист	yes	1	3	0.3333
Н.С. Веритовой	троцкист	yes	1	1	1.0
Н.С. Веритовой	член	yes	1	1	1.0
Н.С. Сычева	заместитель	no	1	1	1.0
Н.С. Сычева	комиссар	no	1	1	1.0
Н.С. Сычева	нарком	no	1	1	1.0
Н.С. Сычева	начальник	no	1	1	1.0
Н.С. Сычева	обвиняемый	no	1	1	1.0
Н.С. Сычева	правый	yes	1	1	1.0
Н.С. Сычева	руководитель	no	1	1	1.0
Н.С. Сычева	секретарь	no	1	1	1.0
Н.С. Сычева	троцкист	yes	1	1	1.0
Н.С. Сычева	член	yes	1	1	1.0
Н.С. Хрущева	нарком	no	1	1	1.0
Н.С. Хрущева	секретарь	no	1	1	1.0
Н.Ф. Печерского	директор	no	1	1	1.0
Н.Ф. Печерского	комиссар	no	1	1	1.0
Н.Ф. Печерского	обвиняемый	no	1	1	1.0
Н.Ф. Печерского	председатель	no	1	1	1.0
Н.Ф. Печерского	руководитель	no	1	1	1.0
Н.Ф. Печерского	секретарь	no	1	1	1.0
Н.Ф. Печерского	сотрудник	no	1	1	1.0
Н.Ф. Печерского	троцкист	yes	1	1	1.0
Н.Ф. Печерского	член	yes	1	1	1.0
О.А. Лидака	директор	no	1	1	1.0
О.А. Лидака	заместитель	no	1	1	1.0
О.А. Лидака	комиссар	no	1	1	1.0
О.А. Лидака	председатель	no	1	1	1.0
О.А. Лидака	секретарь	no	1	1	1.0
О.А. Лидака	троцкист	yes	1	1	1.0
О.А. Мешковской	директор	no	1	1	1.0
О.А. Мешковской	заместитель	no	1	1	1.0
О.А. Мешковской	комиссар	no	1	1	1.0
О.А. Мешковской	руководитель	no	1	1	1.0
О.А. Мешковской	секретарь	no	1	1	1.0
О.А. Мешковской	сотрудник	no	1	1	1.0
О.А. Мешковской	троцкист	yes	1	1	1.0
О.А. Мешковской	член	yes	1	1	1.0
О.П. Дзениса	директор	no	1	2	0.5
О.П. Дзениса	заместитель	no	1	2	0.5
О.П. Дзениса	кандидат	yes	1	2	0.5
О.П. Дзениса	нарком	no	1	2	0.5
О.П. Дзениса	обвиняемый	no	1	2	0.5
О.П. Дзениса	представитель	yes	1	2	0.5
О.П. Дзениса	редактор	no	1	2	0.5
О.Ф. Янкуса	агент	no	1	1	1.0
О.Ф. Янкуса	комиссар	no	1	1	1.0
О.Ф. Янкуса	начальник	no	1	1	1.0
О.Ф. Янкуса	председатель	no	1	1	1.0
О.Ф. Янкуса	представитель	yes	1	1	1.0
О.Ф. Янкуса	редактор	no	1	1	1.0
О.Ф. Янкуса	руководитель	no	1	1	1.0
О.Ф. Янкуса	секретарь	no	1	1	1.0
О.Ф. Янкуса	сотрудник	no	1	1	1.0
О.Ф. Янкуса	троцкист	yes	1	1	1.0
О.Ф. Янкуса	член	yes	1	1	1.0
Ольберг	вредитель	yes	1	94	0.0106
Ольберг	начальник	no	1	94	0.0106
Ольберг	судья	no	1	94	0.0106
П.А. Бака	секретарь	no	1	1	1.0
П.А. Бака	член	yes	1	1	1.0
П.А. Залуцкого	кандидат	yes	1	3	0.3333
П.А. Залуцкого	правый	yes	1	3	0.3333
П.А. Залуцкого	руководитель	no	1	3	0.3333
П.А. Залуцкого	секретарь	no	1	3	0.3333
П.А. Залуцкого	член	yes	1	3	0.3333
П.А. Коваленко	комиссар	no	1	5	0.2
П.А. Коваленко	нарком	no	1	5	0.2
П.А. Коваленко	правый	yes	1	5	0.2
П.А. Коваленко	секретарь	no	1	5	0.2
П.А. Коваленко	сотрудник	no	1	5	0.2
П.А. Коркину	следователь	no	1	1	1.0
П.А. Коркину	член	yes	1	1	1.0
П.А. Кравкова	нарком	no	1	1	1.0
П.А. Кравкова	руководитель	no	1	1	1.0
П.А. Кравкова	секретарь	no	1	1	1.0
П.А. Кравкова	троцкист	yes	1	1	1.0
П.А. Кравкова	член	yes	1	1	1.0
П.А. Липшица	комиссар	no	1	2	0.5
П.А. Липшица	нарком	no	1	2	0.5
П.А. Липшица	начальник	no	1	2	0.5
П.А. Липшица	подсудимый	no	1	2	0.5
П.А. Липшица	руководитель	no	1	2	0.5
П.А. Липшица	секретарь	no	1	2	0.5
П.А. Липшица	троцкист	yes	1	2	0.5
П.А. Николаева	директор	no	1	10	0.1
П.А. Николаева	заместитель	no	1	10	0.1
П.А. Николаева	правый	yes	1	10	0.1
П.А. Николаева	председатель	no	1	10	0.1
П.А. Николаева	секретарь	no	1	10	0.1
П.А. Николаева	член	yes	1	10	0.1
П.В. Чистову	агент	no	1	1	1.0
П.В. Чистову	директор	no	1	1	1.0
П.В. Чистову	следователь	no	1	1	1.0
П.В. Чистову	троцкист	yes	1	1	1.0
П.В. Чистову	член	yes	1	1	1.0
П.Г. Орлова	нарком	no	1	1	1.0
П.Г. Орлова	начальник	no	1	1	1.0
П.Г. Орлова	обвиняемый	no	1	1	1.0
П.Г. Орлова	троцкист	yes	1	1	1.0
П.Г. Орлова	член	yes	1	1	1.0
П.Г. Петровского	агент	no	1	2	0.5
П.Г. Петровского	кандидат	yes	1	2	0.5
П.И. Бакаева	подсудимый	no	1	1	1.0
П.И. Бакаева	редактор	no	1	1	1.0
П.И. Бакаева	троцкист	yes	1	1	1.0
П.И. Бескиной	адвокат	no	1	6	0.1667
П.И. Бескиной	заместитель	no	1	6	0.1667
П.И. Бескиной	нарком	no	1	6	0.1667
П.И. Бескиной	обвиняемый	no	1	6	0.1667
П.И. Бескиной	посол	no	1	6	0.1667
П.И. Бескиной	троцкист	yes	1	6	0.1667
П.И. Гордеевой	председатель	no	1	3	0.3333
П.И. Гордеевой	секретарь	no	1	3	0.3333
П.И. Гордеевой	троцкист	yes	1	3	0.3333
П.И. Жиромского	нарком	no	1	1	1.0
П.И. Жиромского	начальник	no	1	1	1.0
П.И. Жиромского	секретарь	no	1	1	1.0
П.И. Жиромского	сотрудник	no	1	1	1.0
П.И. Решетниченко	начальник	no	1	1	1.0
П.И. Решетниченко	представитель	yes	1	1	1.0
П.И. Решетниченко	руководитель	no	1	1	1.0
П.И. Решетниченко	троцкист	yes	1	1	1.0
П.И. Решетниченко	член	yes	1	1	1.0
П.И. Шабалкина	комиссар	no	1	1	1.0
П.И. Шабалкина	правый	yes	1	1	1.0
П.И. Шабалкина	руководитель	no	1	1	1.0
П.И. Шабалкина	секретарь	no	1	1	1.0
П.И. Шабалкина	троцкист	yes	1	1	1.0
П.И. Шабалкина	член	yes	1	1	1.0
П.К. Александрова	комиссар	no	1	2	0.5
П.К. Александрова	нарком	no	1	2	0.5
П.К. Александрова	правый	yes	1	2	0.5
П.К. Александрова	представитель	yes	1	2	0.5
П.К. Александрова	руководитель	no	1	2	0.5
П.К. Александрова	секретарь	no	1	2	0.5
П.К. Александрова	троцкист	yes	1	2	0.5
П.К. Башенкова	правый	yes	1	1	1.0
П.К. Башенкова	секретарь	no	1	1	1.0
П.М. Репникова	директор	no	1	2	0.5
П.М. Репникова	заместитель	no	1	2	0.5
П.М. Репникова	начальник	no	1	2	0.5
П.М. Репникова	правый	yes	1	2	0.5
П.М. Репникова	представитель	yes	1	2	0.5
П.М. Репникова	секретарь	no	1	2	0.5
П.М. Репникова	член	yes	1	2	0.5
П.Н. Кашина	директор	no	1	1	1.0
П.Н. Кашина	правый	yes	1	1	1.0
П.Н. Кашина	председатель	no	1	1	1.0
П.Н. Кашина	прокурор	no	1	1	1.0
П.Н. Кашина	руководитель	no	1	1	1.0
П.Н. Кашина	свидетель	no	1	1	1.0
П.Н. Кашина	секретарь	no	1	1	1.0
П.Н. Кашина	троцкист	yes	1	1	1.0
П.Н. Кашина	член	yes	1	1	1.0
П.Н. Королева	директор	no	1	1	1.0
П.Н. Королева	комиссар	no	1	1	1.0
П.Н. Королева	нарком	no	1	1	1.0
П.Н. Королева	правый	yes	1	1	1.0
П.Н. Королева	секретарь	no	1	1	1.0
П.Н. Королева	член	yes	1	1	1.0
П.Н. Нечаева	кандидат	yes	1	2	0.5
П.Н. Нечаева	руководитель	no	1	2	0.5
П.Н. Рокоса	заместитель	no	1	1	1.0
П.Н. Рокоса	комиссар	no	1	1	1.0
П.Н. Рокоса	нарком	no	1	1	1.0
П.Н. Рокоса	начальник	no	1	1	1.0
П.Н. Рокоса	обвиняемый	no	1	1	1.0
П.Н. Рокоса	секретарь	no	1	1	1.0
П.Н. Рокоса	сотрудник	no	1	1	1.0
П.Н. Рокоса	троцкист	yes	1	1	1.0
П.Н. Рокоса	член	yes	1	1	1.0
П.П. Бурмистрова	троцкист	yes	1	2	0.5
П.П. Григорьева	директор	no	1	1	1.0
П.П. Григорьева	кандидат	yes	1	1	1.0
П.П. Григорьева	нарком	no	1	1	1.0
П.П. Григорьева	начальник	no	1	1	1.0
П.П. Григорьева	свидетель	no	1	1	1.0
П.П. Григорьева	секретарь	no	1	1	1.0
П.П. Григорьева	троцкист	yes	1	1	1.0
П.П. Григорьева	член	yes	1	1	1.0
П.П. Северова	секретарь	no	1	2	0.5
П.П. Северовым	обвиняемый	no	1	1	1.0
П.П. Северовым	член	yes	1	1	1.0
П.Т. Богачева	комиссар	no	1	1	1.0
П.Т. Богачева	начальник	no	1	1	1.0
П.Т. Богачева	обвиняемый	no	1	1	1.0
П.Т. Богачева	свидетель	no	1	1	1.0
П.Т. Богачева	секретарь	no	1	1	1.0
П.Т. Богачева	троцкист	yes	1	1	1.0
П.Т. Богачева	член	yes	1	1	1.0
П.Ф. Зайцева	кандидат	yes	1	3	0.3333
П.Ф. Зайцева	нарком	no	1	3	0.3333
П.Ф. Зайцева	правый	yes	1	3	0.3333
П.Ф. Зайцева	представитель	yes	1	3	0.3333
П.Ф. Зайцева	прокурор	no	1	3	0.3333
П.Ф. Полякова	заместитель	no	1	2	0.5
П.Ф. Полякова	нарком	no	1	2	0.5
П.Ф. Полякова	начальник	no	1	2	0.5
П.Ф. Полякова	сотрудник	no	1	2	0.5
П.Ф. Поляковым	обвиняемый	no	1	1	1.0
П.Ф. Сапожникова	заместитель	no	1	3	0.3333
П.Ф. Сапожникова	нарком	no	1	3	0.3333
П.Ф. Сапожникова	прокурор	no	1	3	0.3333
П.Ф. Сапожникова	редактор	no	1	3	0.3333
П.Ф. Сапожникова	сотрудник	no	1	3	0.3333
П.Э. Роцкана	правый	yes	1	3	0.3333
П.Э. Роцкана	председатель	no	1	3	0.3333
П.Э. Роцкана	секретарь	no	1	3	0.3333
Пригожин	корреспондент	no	1	2	0.5
Пригожин	обвиняемый	no	1	2	0.5
Пригожин	правый	yes	1	2	0.5
Пригожин	руководитель	no	1	2	0.5
Пятаков	директор	no	1	22	0.0455
Пятаков	корреспондент	no	1	22	0.0455
Р.А. Грюнштейн	комиссар	no	1	1	1.0
Р.А. Грюнштейн	начальник	no	1	1	1.0
Р.А. Грюнштейн	руководитель	no	1	1	1.0
Р.А. Грюнштейн	секретарь	no	1	1	1.0
Р.А. Грюнштейн	троцкист	yes	1	1	1.0
Р.А. Грюнштейн	член	yes	1	1	1.0
Р.А. Петерсона	заместитель	no	1	2	0.5
Р.А. Петерсона	комиссар	no	1	2	0.5
Р.А. Петерсона	нарком	no	1	2	0.5
Р.А. Петерсона	начальник	no	1	2	0.5
Р.А. Петерсона	руководитель	no	1	2	0.5
Р.А. Петерсона	сотрудник	no	1	2	0.5
Р.В. Пикеля	директор	no	1	4	0.25
Р.В. Пикеля	заместитель	no	1	4	0.25
Р.В. Пикеля	корреспондент	no	1	4	0.25
Р.В. Пикеля	обвиняемый	no	1	4	0.25
Р.В. Пикеля	полпред	no	1	4	0.25
Р.В. Пикеля	посол	no	1	4	0.25
Р.В. Пикеля	правый	yes	1	4	0.25
Р.В. Пикеля	председатель	no	1	4	0.25
Р.В. Пикеля	следователь	no	1	4	0.25
Р.В. Пикеля	сотрудник	no	1	4	0.25
Р.Г. Миндель	нарком	no	1	1	1.0
Р.Г. Миндель	начальник	no	1	1	1.0
Р.Г. Миндель	правый	yes	1	1	1.0
Р.Г. Миндель	прокурор	no	1	1	1.0
Р.Г. Миндель	редактор	no	1	1	1.0
Р.Г. Миндель	секретарь	no	1	1	1.0
Р.Г. Миндель	сотрудник	no	1	1	1.0
Р.Г. Миндель	член	yes	1	1	1.0
Р.И. Тодорской	вредитель	yes	1	1	1.0
Р.И. Тодорской	комиссар	no	1	1	1.0
Р.И. Тодорской	нарком	no	1	1	1.0
Р.И. Тодорской	наркомвнудел	no	1	1	1.0
Р.И. Тодорской	начальник	no	1	1	1.0
Р.И. Тодорской	руководитель	no	1	1	1.0
Р.И. Тодорской	секретарь	no	1	1	1.0
Р.И. Тодорской	троцкист	yes	1	1	1.0
Р.И. Тодорской	член	yes	1	1	1.0
Р.И. Эйхе	заместитель	no	1	1	1.0
Р.И. Эйхе	начальник	no	1	1	1.0
Р.И. Эйхе	секретарь	no	1	1	1.0
Р.И. Эйхе	троцкист	yes	1	1	1.0
Р.И. Эйхе	член	yes	1	1	1.0
Р.М. Кулишера	нарком	no	1	4	0.25
Р.М. Кулишера	представитель	yes	1	4	0.25
Р.М. Кулишера	свидетель	no	1	4	0.25
Р.М. Кулишера	секретарь	no	1	4	0.25
Р.М. Кулишера	троцкист	yes	1	4	0.25
Р.М. Кулишера	член	yes	1	4	0.25
Р.П. Катаняна	прокурор	no	1	1	1.0
Р.П. Катаняна	троцкист	yes	1	1	1.0
Р.С. Беннет	агент	no	1	2	0.5
Р.С. Беннет	кандидат	yes	1	2	0.5
Р.С. Беннет	нарком	no	1	2	0.5
Р.С. Беннет	правый	yes	1	2	0.5
Р.Ф. Брамбилло	вредитель	yes	1	1	1.0
Р.Ф. Брамбилло	директор	no	1	1	1.0
Р.Ф. Брамбилло	начальник	no	1	1	1.0
Р.Ф. Брамбилло	обвиняемый	no	1	1	1.0
Р.Ф. Брамбилло	секретарь	no	1	1	1.0
Р.Ф. Брамбилло	член	yes	1	1	1.0
Радек	наркомвнудел	no	1	25	0.04
Радин	адвокат	no	1	2	0.5
Радин	заместитель	no	1	2	0.5
Радин	кандидат	yes	1	2	0.5
Радин	начальник	no	1	2	0.5
Радин	руководитель	no	1	2	0.5
Радин	свидетель	no	1	2	0.5
Радин	сотрудник	no	1	2	0.5
Рыков	директор	no	1	18	0.0556
Рыков	корреспондент	no	1	18	0.0556
Рыков	прокурор	no	1	18	0.0556
С.А. Асилова	директор	no	1	1	1.0
С.А. Асилова	комиссар	no	1	1	1.0
С.А. Асилова	нарком	no	1	1	1.0
С.А. Асилова	обвиняемый	no	1	1	1.0
С.А. Асилова	редактор	no	1	1	1.0
С.А. Асилова	секретарь	no	1	1	1.0
С.А. Асилова	троцкист	yes	1	1	1.0
С.А. Асилова	член	yes	1	1	1.0
С.А. Бабенко	заместитель	no	1	1	1.0
С.А. Бабенко	троцкист	yes	1	1	1.0
С.А. Бабенко	член	yes	1	1	1.0
С.А. Гоглидзе	нарком	no	1	2	0.5
С.А. Гоглидзе	наркомвнудел	no	1	2	0.5
С.А. Гоглидзе	правый	yes	1	2	0.5
С.А. Гоглидзе	руководитель	no	1	2	0.5
С.А. Гоглидзе	секретарь	no	1	2	0.5
С.А. Посвольского	директор	no	1	1	1.0
С.А. Посвольского	нарком	no	1	1	1.0
С.А. Посвольского	председатель	no	1	1	1.0
С.А. Посвольского	прокурор	no	1	1	1.0
С.А. Посвольского	руководитель	no	1	1	1.0
