person	organization_family	document_count	person_total_documents	share_of_person_documents
Р.М. Кулишера	party_apparatus	1	4	0.25
Р.М. Кулишера	state_apparatus	1	4	0.25
Р.П. Катаняна	party_apparatus	1	1	1.0
Р.П. Катаняна	press_media	1	1	1.0
Р.П. Катаняна	security_apparatus	1	1	1.0
Р.С. Беннет	international	1	2	0.5
Р.Ф. Брамбилло	party_apparatus	1	1	1.0
Р.Ф. Брамбилло	security_apparatus	1	1	1.0
Радин	international	1	2	0.5
Радин	press_media	1	2	0.5
Радин	security_apparatus	1	2	0.5
С.А. Асилова	party_apparatus	1	1	1.0
С.А. Асилова	press_media	1	1	1.0
С.А. Асилова	security_apparatus	1	1	1.0
С.А. Бабенко	judicial_apparatus	1	1	1.0
С.А. Бабенко	security_apparatus	1	1	1.0
С.А. Гоглидзе	party_apparatus	1	2	0.5
С.А. Посвольского	party_apparatus	1	1	1.0
С.А. Раевского	party_apparatus	1	1	1.0
С.А. Раевского	security_apparatus	1	1	1.0
С.А. Розентретера	party_apparatus	1	1	1.0
С.А. Розентретера	security_apparatus	1	1	1.0
С.А. Руднева	security_apparatus	1	1	1.0
С.А. Саркисова	party_apparatus	1	1	1.0
С.А. Саркисова	security_apparatus	1	1	1.0
С.А. Туровского	party_apparatus	1	1	1.0
С.А. Туровского	press_media	1	1	1.0
С.А. Чихладзе	press_media	1	6	0.1667
С.А. Чихладзе	security_apparatus	1	6	0.1667
С.А. Шахиджанян	security_apparatus	1	1	1.0
С.В. Мрачковском	party_apparatus	1	1	1.0
С.В. Мрачковском	press_media	1	1	1.0
С.В. Мрачковском	security_apparatus	1	1	1.0
С.В. Носова	party_apparatus	1	1	1.0
С.В. Носова	security_apparatus	1	1	1.0
С.В. Слащева	party_apparatus	1	1	1.0
С.В. Слащева	security_apparatus	1	1	1.0
С.Г. Виноградова	party_apparatus	1	1	1.0
С.Г. Гродзенского	party_apparatus	1	1	1.0
С.Г. Гродзенского	security_apparatus	1	1	1.0
С.Г. Гродзенского	state_apparatus	1	1	1.0
С.Г. Радомысльского	press_media	1	2	0.5
С.Г. Семенова	party_apparatus	1	1	1.0
С.Г. Семенова	security_apparatus	1	1	1.0
С.Г. Томсинского	party_apparatus	1	1	1.0
С.Г. Томсинского	security_apparatus	1	1	1.0
С.Е. Эйдмана	party_apparatus	1	1	1.0
С.Е. Эйдмана	security_apparatus	1	1	1.0
С.И. Кавтарадзе	party_apparatus	1	1	1.0
С.И. Кавтарадзе	security_apparatus	1	1	1.0
С.И. Лукашика	press_media	1	3	0.3333
С.И. Лукашика	state_apparatus	1	3	0.3333
С.Л. Кривоноса	security_apparatus	1	1	1.0
С.Л. Свирского	judicial_apparatus	1	1	1.0
С.Л. Свирского	party_apparatus	1	1	1.0
С.М. Житомирского	party_apparatus	1	1	1.0
С.М. Житомирского	security_apparatus	1	1	1.0
С.М. Закс-Гладнев	party_apparatus	1	2	0.5
С.М. Закс-Гладнев	press_media	1	2	0.5
С.М. Закс-Гладнев	security_apparatus	1	2	0.5
С.М. Закс-Гладнев	state_apparatus	1	2	0.5
С.М. Тамаркина	party_apparatus	1	1	1.0
С.Н. Бограчева	party_apparatus	1	1	1.0
С.Н. Бограчева	security_apparatus	1	1	1.0
С.Н. Бограчевым	security_apparatus	1	1	1.0
С.Н. Бограчевым	state_apparatus	1	1	1.0
С.Н. Седых	party_apparatus	1	1	1.0
С.Н. Седых	security_apparatus	1	1	1.0
С.Н. Цыбульника	party_apparatus	1	1	1.0
С.Н. Цыбульника	security_apparatus	1	1	1.0
С.Н. Цыбульника	state_apparatus	1	1	1.0
С.О. Акопьяна	party_apparatus	1	1	1.0
С.О. Акопьяна	security_apparatus	1	1	1.0
С.О. Мандельштама	party_apparatus	1	2	0.5
С.О. Мандельштама	security_apparatus	1	2	0.5
С.П. Калашникова	party_apparatus	1	2	0.5
С.П. Минаева	party_apparatus	1	2	0.5
С.П. Раевского	party_apparatus	1	1	1.0
С.П. Раевского	security_apparatus	1	1	1.0
С.П. Распевакина	party_apparatus	1	1	1.0
С.П. Распевакина	security_apparatus	1	1	1.0
С.П. Терихова	party_apparatus	1	1	1.0
С.П. Терихова	state_apparatus	1	1	1.0
С.С. Зорина	press_media	1	2	0.5
С.С. Зорина	security_apparatus	1	2	0.5
С.С. Раввы	judicial_apparatus	1	1	1.0
С.С. Раввы	party_apparatus	1	1	1.0
С.С. Раввы	security_apparatus	1	1	1.0
С.Т. Узданского	party_apparatus	1	1	1.0
С.Т. Узданского	security_apparatus	1	1	1.0
С.Ф. Васильченко	international	1	1	1.0
С.Ф. Васильченко	party_apparatus	1	1	1.0
С.Ф. Васильченко	security_apparatus	1	1	1.0
С.Ф. Гелашвили	party_apparatus	1	1	1.0
С.Х. Варданиана	press_media	1	4	0.25
С.Х. Варданиана	state_apparatus	1	4	0.25
С.Я. Бабахана	international	1	2	0.5
Седов	international	1	78	0.0128
Седов	security_apparatus	1	78	0.0128
Смирнов	state_apparatus	1	10	0.1
Сокольников	international	1	18	0.0556
Т.В. Мешковского	international	1	1	1.0
Т.В. Мешковского	party_apparatus	1	1	1.0
Т.В. Мешковского	press_media	1	1	1.0
Т.В. Мешковского	security_apparatus	1	1	1.0
Т.Г. Гатаулина	party_apparatus	1	2	0.5
Т.И. Глебовой	international	1	9	0.1111
Т.И. Глебовой	state_apparatus	1	9	0.1111
Т.П. Денисовой	press_media	1	2	0.5
Т.Р. Левиной	international	1	2	0.5
Т.Р. Левиной	press_media	1	2	0.5
Т.Р. Левиной	security_apparatus	1	2	0.5
Ф.А. Ксенофонтова	party_apparatus	1	1	1.0
Ф.А. Ксенофонтова	press_media	1	1	1.0
Ф.В. Кипарисова	party_apparatus	1	1	1.0
Ф.В. Кипарисова	security_apparatus	1	1	1.0
Ф.В. Медведева	party_apparatus	1	1	1.0
Ф.В. Медведева	security_apparatus	1	1	1.0
Ф.В. Яблонской	party_apparatus	1	1	1.0
Ф.В. Яблонской	security_apparatus	1	1	1.0
Ф.Д. Корнюшина	party_apparatus	1	1	1.0
Ф.И. Вайсберга	party_apparatus	1	2	0.5
Ф.И. Вайсберга	security_apparatus	1	2	0.5
Ф.И. Вайсберга	state_apparatus	1	2	0.5
Ф.И. Мерзликина	party_apparatus	1	1	1.0
Ф.И. Мерзликина	security_apparatus	1	1	1.0
Ф.И. Музыки	international	1	1	1.0
Ф.И. Музыки	party_apparatus	1	1	1.0
Ф.И. Музыки	security_apparatus	1	1	1.0
Ф.И. Никогда	party_apparatus	1	1	1.0
Ф.И. Никогда	security_apparatus	1	1	1.0
Ф.И. Шубина	party_apparatus	1	1	1.0
Ф.И. Шубина	security_apparatus	1	1	1.0
Ф.К. Розенбаха	security_apparatus	1	1	1.0
Ф.П. Медведева	international	1	1	1.0
Ф.П. Медведева	party_apparatus	1	1	1.0
Ф.П. Медведева	security_apparatus	1	1	1.0
Ф.П. Швальбе	party_apparatus	1	1	1.0
Ф.П. Швальбе	press_media	1	1	1.0
Ф.Ф. Иоэльсон	party_apparatus	1	1	1.0
Ф.Ф. Иоэльсон	security_apparatus	1	1	1.0
Х.А. Лившиц	party_apparatus	1	1	1.0
Х.А. Лившиц	security_apparatus	1	1	1.0
Х.Г. Гуревича	judicial_apparatus	1	3	0.3333
Х.Г. Гуревича	state_apparatus	1	3	0.3333
Х.Г. Раковского	press_media	1	3	0.3333
Х.Г. Раковского	security_apparatus	1	3	0.3333
Членов	international	1	14	0.0714
Членов	state_apparatus	1	14	0.0714
Ш.М. Дволайцкого	party_apparatus	1	1	1.0
Э.Б. Абрамсона	party_apparatus	1	2	0.5
Э.Г. Лейкина	international	1	1	1.0
Э.Г. Лейкина	party_apparatus	1	1	1.0
Э.Г. Лейкина	press_media	1	1	1.0
Э.З. Гольденберга	international	1	1	1.0
Э.З. Гольденберга	party_apparatus	1	1	1.0
Э.З. Гольденберга	press_media	1	1	1.0
Э.К. Константа	international	1	1	1.0
Э.К. Константа	party_apparatus	1	1	1.0
Э.К. Константа	security_apparatus	1	1	1.0
Э.Н. Адунской	party_apparatus	1	1	1.0
Э.Н. Адунской	press_media	1	1	1.0
Э.Н. Адунской	security_apparatus	1	1	1.0
Э.Р. Петерсон	party_apparatus	1	1	1.0
Э.Р. Петерсон	security_apparatus	1	1	1.0
Э.С. Гольцмана	state_apparatus	1	4	0.25
Ю.Б. Тартаковской	party_apparatus	1	2	0.5
Ю.Г. Островского	party_apparatus	1	1	1.0
Ю.Г. Островского	security_apparatus	1	1	1.0
Ю.Д. Урусова	party_apparatus	1	1	1.0
Ю.Д. Урусова	security_apparatus	1	1	1.0
Ю.И. Дуката	party_apparatus	1	1	1.0
Ю.И. Дуката	security_apparatus	1	1	1.0
Ю.М. Коцюбинского	judicial_apparatus	1	3	0.3333
Ю.М. Коцюбинского	press_media	1	3	0.3333
Ю.М. Коцюбинского	state_apparatus	1	3	0.3333
Ю.Р. Закгейма	party_apparatus	1	1	1.0
Ю.Р. Закгейма	security_apparatus	1	1	1.0
Ю.С. Фридлянда	party_apparatus	1	1	1.0
Ю.С. Фридлянда	security_apparatus	1	1	1.0
Я.А. Лившица	international	1	4	0.25
Я.А. Лившица	press_media	1	4	0.25
Я.А. Лившицем	party_apparatus	1	1	1.0
Я.А. Лившицем	security_apparatus	1	1	1.0
Я.В. Апушкина	party_apparatus	1	1	1.0
Я.В. Апушкина	security_apparatus	1	1	1.0
Я.И. Богомольного	party_apparatus	1	2	0.5
Я.И. Богомольного	security_apparatus	1	2	0.5
Я.И. Зайдмана	party_apparatus	1	1	1.0
Я.И. Зайдмана	security_apparatus	1	1	1.0
Я.К. Яглома	international	1	1	1.0
Я.К. Яглома	party_apparatus	1	1	1.0
Я.К. Яглома	security_apparatus	1	1	1.0
Я.М. Урановского	party_apparatus	1	1	1.0
Я.М. Урановского	security_apparatus	1	1	1.0
Я.Н. Вечерковского	press_media	1	3	0.3333
Я.П. Гальперина	party_apparatus	1	1	1.0
Я.П. Гальперина	press_media	1	1	1.0
Я.П. Гальперина	security_apparatus	1	1	1.0
Я.П. Новикова	security_apparatus	1	1	1.0
Я.С. Розанова	security_apparatus	1	5	0.2
Я.С. Розановым	party_apparatus	1	2	0.5
Я.Ф. Городецкого	party_apparatus	1	1	1.0
Я.Ф. Городецкого	security_apparatus	1	1	1.0
Я.Ф. Шарова	security_apparatus	1	1	1.0
Я.Х. Петерса	party_apparatus	1	1	1.0
Я.Э. Рудзутаку	party_apparatus	1	1	1.0
Я.Э. Стэна	party_apparatus	1	1	1.0
Я.Э. Стэна	security_apparatus	1	1	1.0
Я.Ю. Харита	party_apparatus	1	1	1.0
Я.Ю. Харита	press_media	1	1	1.0
Я.Ю. Харита	security_apparatus	1	1	1.0
Я.Я. Упмал-Ангарский	press_media	1	2	0.5
