person	total_process_documents	process_count	process_kind_count	top_process	top_process_document_count	top_process_share	process_distribution	process_kind_distribution	interpretation_note
Г.С. Зайделя	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Г.С. Люшкову	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Г.С. Тымянского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Г.Т. Мясничкова	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Г.Ф. Самойловича	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Г.Ф. Федоровым	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Д.А. Аникина	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Д.А. Аникиным	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Д.А. Сниткина	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.А. Сниткиным	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.А. Тайца	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.В. Полуяна	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Д.В. Сафронова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.М. Лупашко	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.П. Албанского	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Д.П. Розита	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.С. Гуревича	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.С. Зенцова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.С. Тайца	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.Ф. Бузина	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.Ф. Бузиным	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Д.Я. Александрова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.А. Кондратьевой	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Е.А. Преображенского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.Б. Федосеева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.В. Пикель	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.Г. Соловьевой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.И. Лакиды	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.И. Медкова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.И. Перлина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.М. Бочарова	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.М. Дебрева	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.М. Пружанской	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.М. Ярославским	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Е.П. Рудневой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.С. Мельниковой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.Т. Тимофеева	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Е.Т. Черкасовой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.Ф. Ермолаевой	1	1	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Е.Ф. Куликовым	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.Ф. Тойво-Пешина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Е.Э. Чернозубовой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Е.Я. Буклея	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
З.Е. Саркисьяна	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
З.И. Фридмана	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
З.Н. Гайдеровой	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
З.С. Синициной	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.А. Акулову	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
И.А. Данилова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.А. Мальгина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.А. Масленникова	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.В. Больших	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
И.В. Вардин-Мгеладзе	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
И.В. Липковского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.В. Любина	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
И.Г. Жестянникова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
И.Д. Зорина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.Е. Шмундака	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.З. Станкина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Граше	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Звады	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Койген	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Носкова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Петухова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Рейногльда	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Рыстика	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.И. Соловьева	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
И.К. Гогуа	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
И.М. Кедрова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.М. Майского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.М. Орловская-Мрачковская	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.М. Покатиловского	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
И.М. Русанова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
И.Н. Дорошенко	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.Н. Зеликсона	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
И.Н. Миронова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.П. Лукьянова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
И.С. Кострицкого	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
И.Т. Жирова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.Ф. Серегина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.Ф. Флакса	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.Э. Якире	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
И.Я. Одыня	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.А. Апанасевича	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
К.А. Довганя	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.А. Оганесова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.В. Генераловой	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.В. Трофимова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.Д. Мучникова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.Д. Мучниковым	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.Е. Дубовского	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
К.К. Боштедта	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.К. Мухановым	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
К.М. Ерофицкого	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.М. Петухова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.Н. Афонина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
К.Ф. Лебедева	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
К.Я. Янсона	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.А. Воронова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Л.Г. Миронова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.И. Мадьяра	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Л.И. Мадьяром	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Л.К. Пелипейко	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Л.Л. Авербахе	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.М. Заковского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.М. Островской	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.П. Жашковой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Л.Ю. Брик	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.Я. Любарского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Л.Я. Нехамкина	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Л.Я. Файвиловичем	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.А. Житкова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.А. Москвину	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.А. Нариманова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.А. Розенцвейга	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.В. Борисова	1	1	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.В. Воротникова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.В. Дубовской	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.В. Келдыша	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.В. Кузнецова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Г. Грольмана	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Г. Короп	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Д. Багирова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Д. Кочетовой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.Е. Быстрова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.И. Ганштака	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.И. Гая	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.И. Калинину	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.И. Кахиани	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
